text,trans
うわー……\nこっちは真剣なんですよー……,우와ー……\n이쪽은 진지하다구요ー……
にちか、合格だ！　やったな！,"니치카, 합격이야! 해냈구나"
……は、はい\n合格…………,"……아, 네\n합격…………"
……合格って、合格ってことですかね……？,"……합격은, 합격이란 뜻일까요……?"
ははっ、どういう意味だ？,"하핫, 무슨 의미야?"
合格は合格\nにちかがよく頑張ったってことだよ,합격은 합격\n니치카가 열심히 잘했다는 뜻이야
……っ\nそ、そっかー！　やったぁ……！,"……읏\n그, 그렇구나ー! 해냈어……!"
頑張ったし、\n明日からも頑張れるってことですよね……！,"열심히 했고,\n내일부터도 열심히 할 수 있다는 뜻인 거죠……!"
どうでしたどうでした……！？,어땠어요 어땠어요……!?
おう、上出来\nいい感じだったぞ,"응, 잘했다\n좋은 느낌이었어"
直前にリップ塗り直してもらったんですけど……\nつやつやしてましたかね！？,직전에 립 고쳐 발랐는데……\n반들반들 했었나요!?
ははっ、うん\n口元っていうより、全体に輝いてたよ,"하핫, 응\n입가라기보다, 전체적으로 빛났어"
えーっ\nそういうのじゃなくてーーー！,에ー\n그런 거 말고요ーーー!
パフォーマンスはいいとして、\n初見の人って結局ビジュアルが大きいじゃないですかぁ！,"퍼포먼스는 그렇다 치고,\n처음 보는 사람한테는 결국 비주얼이 크게 작용하잖아요!"
……うーん\n否定するわけじゃないけど、そんなことより────,"……으음ー\n부정하는 건 아니지만, 그런 것보다────"
テレビ、すっごい貴重な機会なんですよ！？\nやれること全部やらないと意味ないですから！,"TV, 엄청나게 귀중한 기회라구요!?\n할 수 있는 거 전부 안 하면 의미가 없으니까요!"
……そっか、うん\nそれはその通りだよ,"……그렇구나, 응\n그건 그 말대로야"
にちかの、そういう真剣な思いは、\n観てる人に絶対伝わってる,"니치카의, 그런 진지한 마음은,\n보는 사람들에게 반드시 전해질 거야"
……思いだけ伝わっても嬉しくないですけどねー,……마음만 전해지는 것도 기쁘진 않은데 말이죠ー
でも、あははっ\n今日はなんか、それでもいいです！,"그치만, 아하핫\n오늘은 뭔가, 그래도 괜찮아요!"
どうでしたどうでしたどうでした！！？？,어땠어요 어땠어요 어땠어요!!??
ははっ、うん\nばっちりじゃないか？　SNSもわりと反応多めだ,"하핫, 응\n깔끔하지 않았어? SNS도 비교적 반응이 많아"
よ、よっし…………！\nじゃ映りは問題なかったとして────,"조, 좋아…………!\n그럼 영상에는 문제 없다고 치고────"
行きましょう、お願いします！,"가죠, 잘 부탁드려요!"
────ん、えっと……？,"────응, 어어……?"
えっとじゃないですよ！　来てたじゃないですか！\nドラマのプロデューサーの人！　21時台のやつの！！,어어가 아니라구요! 오셨잖아요!\n드라마 프로듀서 분! 21시에 하는 거!!
あぁ……挨拶か！\nほんとよくあちこち見えてるなぁ……,아아……인사구나!\n정말 이곳저곳 잘 보고 있네……
ははっ、大丈夫だ。この後ばっちり、\n打ち上げに声掛けてもらえるようになってるから,"하핫, 괜찮아. 이 후에 확실하게,\n뒤풀이 자리에 초대받게 되어 있으니까"
えっ、打ちあ────\nい、言っといてくださいよそういうの……！,"엣, 뒤풀────\n마, 말 좀 해주세요 그런 건……!"
何分後出ます……！？\nメイクし直して……っていうか汗も流したいですーー！！！,몇 분 뒤에 나가요……!?\n메이크업 고치고……아니 그것보다 땀도 닦고 싶어요ーー!!!
たまには、見た目も磨いておかないと\nいけないよね,"가끔은, 겉모습도 꾸미지 않으면\n안 되겠지"
今週、ビジュアルレッスン入れてもいいかな？,"이번 주, 비주얼 레슨 넣어도 괜찮을까?"
そう、ありがとう,"그래, 고마워"
そっか、わかった,"그렇구나, 알았어"
今やってるダンス\nもっと完璧に踊りたいの,지금 하고 있는 댄스\n좀더 완벽하게 추고 싶어
今週、ダンスレッスン入れてもいいかな？,"이번 주, 댄스 레슨 넣어도 괜찮을까?"
今やってる曲、\nもっと完璧に歌いたいの,"지금 하고 있는 곡,\n좀더 완벽하게 부르고 싶어"
二週間後、ボーカルレッスン入れてもいいかな？,"2주 뒤에, 보컬 레슨 넣어도 괜찮을까?"
今日、誕生日だから\nいつもより浮かれているの？,"오늘, 생일이라서\n평소보다 더 신난 거야?"
……ごめんね、そう見えたから\nおめでとう、プロデューサー,"……미안해, 그래 보였으니깐\n축하해, 프로듀서"
一週間後、ダンスレッスン入れてもいいかな？,"다음 주, 댄스 레슨 넣어도 괜찮을까?"
今週、ボーカルレッスン入れてもいいかな？,"이번 주, 보컬 레슨 넣어도 괜찮을까?"
二週間後、ダンスレッスン入れてもいいかな？,"2주 뒤에, 댄스 레슨 넣어도 괜찮을까?"
一週間後、ビジュアルレッスン入れてもいいかな？,"다음 주, 비주얼 레슨 넣어도 괜찮을까?"
うん……ダンス、\n少し上達できたような気がする,응……댄스\n조금 잘할 수 있게 된 것 같아
ありがとう\nダンスレッスン、できてよかった,"고마워\n댄스 레슨, 할 수 있어서 다행이야"
二週間後、ビジュアルレッスン入れてもいいかな？,"2주 뒤에, 비주얼 레슨 넣어도 괜찮을까?"
うん……\n少し変われたような気がする,응……\n조금 바뀐 것 같은 느낌이야
ありがとう\nビジュアルレッスン、できてよかった,"고마워\n비주얼 레슨, 할 수 있어서 다행이야"
一週間後、ボーカルレッスン入れてもいいかな？,"다음 주, 보컬 레슨 넣어도 괜찮을까?"
うん……歌、\n少し上達できたような気がする,"응……노래,\n조금 잘할 수 있게 된 것 같아"
ありがとう\nボーカルレッスン、できてよかった,"고마워\n보컬 레슨, 할 수 있어서 다행이야"
……ビジュアルレッスン、\n約束していたよね？,"……비주얼 레슨,\n약속했었지?"
あれ、していなかったっけ……？,"어라, 안 했었나……?"
ごめんね\n外せない別件が入ってしまったの,미안해\n빠질 수 없는 다른 건이 들어와 버렸어
今週、休みを入れてもいいかな？,"이번 주, 휴가를 넣어도 괜찮을까?"
……ダンスレッスン、\n約束していたよね？,"……댄스 레슨,\n약속했었지?"
もしかして、忘れちゃったの？,"혹시, 잊어버렸어?"
……ボーカルレッスン、\n約束していたよね？,"……보컬 레슨,\n약속했었지?"
スケジュール管理、しっかりしてね,"스케줄 관리, 잘해줘"
……上手くいかなかったみたい,……잘 안 됐나 봐
ごめんね\nこういう失敗、もうしないようにするから,"미안해\n이런 실수, 이제 안 할 테니까"
二週間後、休みを入れてもいいかな？,"2주 뒤에, 휴식 넣어도 괜찮을까?"
急に休みを入れてもらって\nごめんね,갑자기 휴식 넣게 만들어서\n미안해
……ありがとう,……고마워
お疲れ、美琴,"수고했어, 미코토"
良かったぞ！\n安心して見ていられたよ,좋았어!\n안심하고 볼 수 있었어
本当？\nそれならよかったけど,정말?\n그랬으면 다행인데
なんだ、何か気になることでもあったか？,"뭐야, 뭐 신경 쓰이는 부분이라도 있었어?"
ううん\nそうじゃないの,아니\n그런 건 아냐
だけど、\n後で自分でも映像確認したいな,"그래도,\n나중에 직접 영상으로 확인하고 싶은걸"
ああ、そうだな\nそうしよう,"응, 그렇지\n그러자"
それで、次回は\n今回以上に良い姿をみんなに見せよう！,"그래서, 다음엔\n이번 이상으로 좋은 모습을 모두에게 보여주자!"
うん\nそうだね、そうしなきゃ,"응\n그렇지, 그래야겠지"
……こんなところで、\n失敗する訳にはいかないしね,"……이런 곳에서,\n실패할 수는 없으니까 말야"
──プロデューサー\n……どうだった？,──프로듀서\n……어땠어?
あ……おう、美琴！\nいや、良かったよ,"아……응, 미코토!\n이야, 좋았어"
……？\n本当に？,……?\n정말로?
ああ、すまん……\n普通に番組、楽しんで見ちゃっててさ,"그럼, 미안……\n방송을 그냥 평범하게 즐겨버려서"
えっ\nそうだったの？,엣\n그랬어?
プロデューサーとして、しっかり\nチェックしなきゃいけないのに、申し訳ない,"프로듀서로서, 제대로\n체크했어야 되는 건데, 미안해"
ううん、大丈夫\n……でも,"아니야, 괜찮아\n……그치만"
それなら、すごくいい感じだったのかもね\n……よかった,"그럼, 무척 좋은 느낌이었다는 걸지도 모르겠네\n……다행이다"
